904.31,721.94,933.18,5738.3,4065.9,661.91,1781.8,530.48
217.36,457.74,726.37,1657.7,1138,661.91,494.16,142
217.36,457.74,726.37,1657.7,1138,517.88,494.16,142
181.68,392.39,724.91,1414.8,1030.7,517.88,309.58,86.449
181.68,392.39,724.91,1414.8,1030.7,314.17,309.58,86.449
172.35,380.03,699.79,989.06,991.48,314.17,187.13,46.411
2.1994,1.7561,0.76359,0.59594,0.45239,1.4112,0.89025,0.29158
1.9627,1.4066,0.70862,0.58688,0.41357,1.2511,0.84422,0.29105
1.7692,1.3643,0.66921,0.56191,0.3816,1.2387,0.83772,0.29103
1.5507,1.3462,0.65103,0.55365,0.37036,1.2295,0.81805,0.29038
1.3488,1.2491,0.64144,0.5523,0.3677,1.1029,0.81761,0.29014
1.256,1.2299,0.63218,0.54811,0.36598,1.0892,0.81172,0.28989
0.18523,0.27375,0.4106,0.37328,0.38431,0.33255,0.11885,0.051991
7.4136,5.155,3.1876,2.8701,3.1796,3.1496,3.9592,2.4891
0.27441,0.29048,0.42638,0.58929,0.5371,0.33257,0.22476,0.10935
4102.9,6394.4,6759.3,9126.5,7254.8,4622.2,7962.5,4603.6
107.16,359.55,350.82,864.11,1139.8,244.35,1040.3,192.28
107.16,359.55,350.82,864.11,1139.8,244.35,1040.3,192.28
94.273,257.78,284.44,550.68,467.14,222.6,691.39,125.48
94.273,257.78,284.44,550.68,467.14,222.6,691.39,125.48
79.015,235.47,255.47,304.96,369.75,207.13,317.33,49.589
0.37551,0.68715,-0.30437,-0.25819,0.25092,0.31373,-0.56821,-1.0222
-0.30237,0.64345,-0.33042,-0.27763,0.22095,0.26712,-0.58118,-1.0249
-0.31411,0.62745,-0.34969,-0.27926,0.172,0.24627,-0.58153,-1.0349
-0.32941,0.55664,-0.3808,-0.27932,0.16934,0.23873,-0.58737,-1.0352
-0.33301,0.46139,-0.41772,-0.28051,0.1669,0.21771,-0.59636,-1.0355
-0.35425,0.20188,-0.42453,-0.28682,0.16679,0.19448,-0.59803,-1.0414
0.13902,0.19563,0.15503,0.16462,0.224,0.26148,0.20474,0.064703
9.3023,9.9051,8.9197,3.7115,3.7692,6.9776,2.2751,2.3178
0.92916,0.88302,0.84734,0.74369,0.70598,0.7554,0.87676,0.8374
699.3,2613.6,2974.5,4154.3,5052.6,3830.1,3482.3,3149.4
699.3,824.66,385.59,1027.1,678.34,261.34,1563.2,282.85
364.72,824.66,385.59,1027.1,678.34,261.34,1563.2,282.85
364.72,386.51,202.74,495.37,649.6,188.98,996.53,180.75
312.62,386.51,202.74,495.37,649.6,188.98,996.53,180.75
299.35,347.51,181,409.1,509.08,170.43,309.89,70.584
1.2794,1.4268,1.1514,1.1534,2.0896,2.428,1.3613,0.99667
1.2374,1.4078,1.0486,1.1276,1.6882,2.0165,1.3438,0.98763
1.2049,1.4007,1.0078,1.0907,1.675,1.9862,1.3414,0.98117
1.1973,1.3955,1.0057,1.0825,1.4069,1.9079,1.3348,0.97617
1.1864,1.3913,1.0013,1.0571,1.3836,1.848,1.3326,0.97322
1.1657,1.3885,0.97795,1.0487,1.3823,1.7162,1.3132,0.97312
0.33659,0.27629,0.12224,0.17938,0.20411,0.18034,0.295,0.093999
2.4743,3.4865,3.8277,3.6343,5.4185,6.2336,1.9869,2.0193
0.34375,0.44744,0.38643,0.37571,0.50899,0.61432,0.47542,0.57884
3798,7750,8190,11756,11300,6358,9096,5727
2255.9,1142.4,1246.8,3070.2,1802.9,832.79,1001.2,424.65
2255.9,1142.4,1246.8,3070.2,1802.9,832.79,1001.2,424.65
2039.3,942.2,1178.4,2893.5,1766.9,696.88,933.61,391.99
2039.3,942.2,1178.4,2893.5,1766.9,696.88,933.61,391.99
1987,932.34,1146.5,2656.6,1755.9,666.94,920.39,386.13
126.02,36.134,44.224,85.152,149.52,35.99,143.39,5.5987
104.95,30.426,37.605,74.752,70.426,24.497,132.83,4.4294
65.081,26.175,37.197,74.187,46.321,22.901,64.617,4.3114
62.62,23.156,32.531,71.586,45.147,17.438,57.972,4.1123
56.902,21.514,29.949,71.138,43.197,16.1,30.142,3.93
56.592,21.182,29.713,70.842,39.568,15.604,24.883,3.8228
11.025,3.9953,4.4427,9.1694,6.0021,3.3862,3.7705,1.9975
11.597,17.51,21.832,10.681,21.333,14.758,33.941,20.006
11.056,4.1291,4.5556,9.2165,6.0918,3.5235,3.894,2.2512
4159,8118,9116,13365,12103,6927,10978,6216
2999.5,1458,1533.6,3645.5,2394.9,1322,1381.2,1250.8
2999.5,1458,1533.6,3645.5,2394.9,1322,1381.2,1250.8
2872.5,1446.6,1495.2,3229.4,2147.1,1272,1346.4,1041.6
2872.5,1446.6,1495.2,3229.4,2147.1,1272,1346.4,1041.6
2729.4,1396.7,1414.2,3043.6,2096,1241,1344.3,984.21
79.446,102.91,56.216,113.74,148.6,83.199,53.797,18.654
67.812,29.884,54.712,83.003,85.042,42.128,28.929,16.907
67.031,29.169,52.347,62.849,58.061,38.763,20.327,16.451
66.398,28.579,52.318,62.399,50.241,37.025,20.317,16.348
65.81,28.145,49.592,59.724,37.304,32.707,20.242,16.198
60.17,26.141,48.216,58.814,34.048,25.807,19.969,14.986
12.525,5.811,6.3186,9.5252,7.2135,5.9745,4.9835,4.9181
9.5061,18.773,14.066,13.445,17.068,20.744,10.6,6.2774
12.559,5.9126,6.4174,9.5838,7.2991,6.0678,5.12,5.0452
6621,9294,12026,15041,14931,8206,10890,9075
3503.8,5467.4,4763.6,5070.9,6123.6,4206.6,5423.6,6164.4
3503.8,5467.4,4763.6,5070.9,6123.6,4206.6,5423.6,6164.4
3276.9,4781.6,4598.4,4892,5790.4,4024.6,5411.7,5143
3276.9,4781.6,4598.4,4892,5790.4,4024.6,5411.7,5143
3128.1,4493,4449.3,4635.6,5475.8,3944.8,5346.8,4667.2
119.34,129.02,146.43,118.51,120.94,130.04,112.31,124.64
102.72,128.61,114.03,113.8,113.8,109.78,104.49,101.83
102.31,114.42,105.77,108.17,106.67,102.5,102.19,100.51
91.659,110.87,94.5,96.221,96.709,99.104,101.59,90.117
90.903,95.933,83.557,90.656,89.657,97.283,101.33,88.298
90.702,83.096,83.311,89.931,89.251,91.515,97.288,81.775
18.263,18.139,17.733,14.972,18.363,19.069,18.804,20.281
6.6537,7.0705,7.1346,8.4693,6.9912,6.7259,6.8159,6.3432
18.321,18.181,17.794,15.019,18.414,19.109,18.839,20.346
3933,7164,9210,12484,10719,7033,9706,5440
2486.5,2114,2670.9,2646.3,3265.4,3034.2,3375,2384.6
2486.5,2114,2670.9,2646.3,3265.4,3034.2,3375,2384.6
2402.7,2078,2670.5,2559.5,2976.6,2773,3135.7,2208.3
2402.7,2078,2670.5,2559.5,2976.6,2773,3135.7,2208.3
2231,1983.8,2458.5,2510.3,2949.7,2762.6,3049.1,2163.6
90.154,54.216,62.054,66.884,57.292,86.527,42.536,37.168
84.977,50.613,58.672,50.496,57.204,78.82,42.28,35.641
80.597,40.1,52.771,47.582,50.201,59.449,38.831,35.346
78.777,38.998,50,47.413,46.719,51.089,38.322,32.048
52.487,38.513,45.057,46.037,44.673,50.364,36.909,31.624
51.88,38.069,42.282,40.608,39.912,47.621,30.723,28.529
12.593,8.045,10.066,8.0237,8.9421,12.861,11.14,10.149
9.3005,15.045,9.7493,13.459,9.2831,8.948,8.8834,6.3076
12.622,8.1021,10.129,8.0845,8.9962,12.905,11.188,10.196
4409,7886,8502,13651,9717,6274,10416,6389
1969.4,1972,2135.8,2746.8,3038.1,2548.1,2510.3,1887.8
1969.4,1972,2135.8,2746.8,3038.1,2548.1,2510.3,1887.8
1936.1,1913.9,2122.8,2573,2801.2,2384.4,2499.3,1804
1936.1,1913.9,2122.8,2573,2801.2,2384.4,2499.3,1804
1874.4,1811.5,2010,2539,2673.8,2311.5,2334.7,1787.2
113.39,47.333,45.388,46.442,60.94,39.784,29.81,32.381
51.585,30.234,39.58,41.024,54.013,36.791,28.703,26.557
49.979,30.056,34.798,41.022,48.616,33.262,26.88,23.368
49.391,28.443,30.809,36.625,43.702,32.101,26.339,22.873
45.891,28.277,29.345,34.368,41.964,31.326,25.791,22.611
42.615,27.765,27.96,33.22,39.738,31.057,25.626,21.856
10.406,7.5242,8.3305,8.4133,9.174,9.8318,8.804,8.2816
11.243,14.213,13.679,12.946,13.941,8.5399,7.3699,8.4717
10.451,7.5983,8.3956,8.4827,9.2173,9.878,8.8739,8.3615
4742,7794,7992,13372,11161,6555,9959,6080
948.64,940.95,833.25,1150,1154.6,824.92,661.98,556.18
948.64,940.95,833.25,1150,1154.6,824.92,661.98,556.18
943.01,887.67,773.29,1135.3,1097.5,805.75,652.14,488.21
943.01,887.67,773.29,1135.3,1097.5,805.75,652.14,488.21
930.15,827.56,725.47,1099,1036,805.28,610.66,459.68
39.891,43.438,19.645,31.812,33.138,38.56,12.297,6.1564
28.915,40.324,18.167,23.523,24.235,27.207,10.939,5.9303
28.835,34.112,16.189,17.226,23.59,24.967,10.017,5.8845
28.446,28.49,11.744,16.654,21.696,21.75,9.7026,5.8204
27.79,27.715,11.558,16.463,20.914,18.749,8.3647,5.611
22.461,24.285,10.88,16.407,16.853,16.994,8.3327,5.5116
5.4029,3.5439,2.937,3.5291,3.7078,3.542,2.4532,2.362
11.649,17.509,12.262,12.167,11.859,11.859,8.1257,5.5472
5.5056,3.6958,3.0976,3.6855,3.8481,3.6816,2.6747,2.6065
4318,7380,7716,12599,10591,6291,9416,5592
862.1,1524.5,670.86,979.89,837.36,668.31,539.28,339
862.1,1524.5,670.86,979.89,837.36,668.31,539.28,339
824.34,1498.6,613.92,973.12,826.08,651.21,483.87,313.45
824.34,1498.6,613.92,973.12,826.08,651.21,483.87,313.45
816.95,1453.9,577.14,960.31,824.88,646.96,474.84,313.29
42.089,98.677,20.135,21.946,21.695,27.113,12.364,7.3764
31.665,58.562,14.054,21.749,18.762,26.148,7.68,6.4068
23.58,51.324,12.03,17.139,15.981,19.09,6.3442,5.9328
21.888,50.889,10.244,17.028,13.507,15.677,6.3001,5.2654
21.216,50.593,10.237,15.707,13.209,13.964,5.9617,4.8088
19.888,49.628,10.204,14.393,12.864,13.719,5.9471,4.2715
4.8391,6.3862,2.4429,3.0575,2.9141,3.065,1.7531,1.644
15.079,19.888,11.851,9.8114,8.9144,15.672,10.272,10.332
4.9342,6.4627,2.6213,3.2172,3.0735,3.213,2.0222,1.9315
4761,7846,7654,12396,10535,6391,9261,5495
1532.9,2199.2,1182.4,1698.6,1197.2,1089.9,778.29,342.9
1532.9,2199.2,1182.4,1698.6,1197.2,1089.9,778.29,342.9
1449.7,1998.9,1099.3,1682.8,1108.7,1032,747.4,340.64
1449.7,1998.9,1099.3,1682.8,1108.7,1032,747.4,340.64
1352.5,1956.5,1058.3,1652.3,1093.1,984.37,700.95,339.8
47.459,97.723,78.737,83.915,51.944,40.229,67.566,19.137
38.923,77.461,72.369,58.83,39.529,34.827,19.515,11.174
34.272,76.104,69.567,56.346,39.18,30.646,18.173,10.258
32.115,73.891,67.89,49.926,35.933,27.906,16.486,10.221
29.575,72.665,61.608,47.93,34.278,21.341,14.607,9.1122
28.007,69.81,33.693,43.764,25.361,18.919,13.214,8.8546
7.725,7.7568,4.3727,5.1734,3.7827,4.3538,2.7815,1.8281
12.677,15.979,24.686,21.453,18.512,24.811,32.719,20.241
7.7974,7.8279,4.473,5.2661,3.9055,4.4624,2.9528,2.082
13570,14977,7001.3,4821.5,7854.9,19301,4066.8,1425.9
13570,14977,7001.3,4821.5,7854.9,19301,4066.8,1425.9
12089,13478,6804,4798.8,7501.5,18817,4042.4,1159.4
12089,13478,6804,4798.8,7501.5,18817,4042.4,1159.4
11570,12819,6714.3,4295.8,6958.8,18055,3978.3,1156.7
11570,12819,6714.3,4295.8,6958.8,18055,3978.3,1156.7
217.74,241.22,132.93,125.98,144.52,321.83,82.291,26.904
183.12,231.78,124.96,113.56,126.6,195.56,76.472,19.704
178.97,229.56,119.66,104.73,98.98,191.71,69.86,17.257
174.14,202.57,111.96,104.27,96.825,177.38,66.017,15.578
167.67,200.2,108.45,92.547,94.572,173.63,54.706,15.128
167.54,198.07,107.32,89.355,90.982,167.25,54.08,14.777
27.305,25.019,11.538,6.8195,10.728,27.659,5.8254,2.3969
7.6031,7.4363,8.223,19.163,10.326,8.3429,20.398,7.9647
27.303,25.017,11.538,6.8215,10.728,27.658,5.8276,2.4016
16719,26842,9552.2,11082,14935,17570,4477.9,948.57
16719,26842,9552.2,11082,14935,17570,4477.9,948.57
15906,25083,9451.2,9670.4,13673,17084,4400.8,828.58
15906,25083,9451.2,9670.4,13673,17084,4400.8,828.58
13708,24758,9033.4,9390.8,12727,16304,4096.8,776.52
13708,24758,9033.4,9390.8,12727,16304,4096.8,776.52
235.15,308.44,151.21,141.84,206.24,167.93,110.4,19.898
212.17,305.64,143.15,129.83,202.05,163.68,90.759,19.571
209.06,301.28,117.44,124.01,174.05,159.53,84.673,15.448
206.23,291.71,108.18,113.47,150.41,158.82,79.638,14.696
206.21,270.32,106.55,109.95,130.43,145.75,77.527,13.318
195.94,265.16,103.85,108.3,115.96,145.35,77.011,13.246
28.967,34.117,12.708,11.349,16.45,22.154,5.7098,1.6011
5.6387,6.3847,8.6164,10.972,9.2001,6.7772,15.01,9.5204
28.965,34.117,12.708,11.348,16.453,22.16,5.7095,1.601
12879,19769,22633,26384,28061,40933,3661.9,809.64
12879,19769,22633,26384,28061,40933,3661.9,809.64
11917,19328,21065,24852,27615,40823,3530.2,778.78
11917,19328,21065,24852,27615,40823,3530.2,778.78
11891,18256,20402,23857,26928,38409,3506.1,734.7
11891,18256,20402,23857,26928,38409,3506.1,734.7
221.94,260.72,212.62,205.3,280.71,333.2,170.67,15.853
211.21,246.31,212.31,195.76,277.74,307.8,133.98,15.292
201.83,240.06,206.83,186.28,277.18,301.74,120.89,14.947
161.69,239.95,204.76,184.17,274.18,293.95,100.68,14.828
160.14,231.79,194.65,180.51,273.29,283.06,80.695,14.288
144.16,221.55,186.71,175.52,272.75,282.33,76.563,13.594
32.04,39.501,23.187,22.106,32.875,50.784,6.0094,1.607
6.9791,6.4559,7.3009,8.3009,6.892,4.7021,20.418,7.1396
32.043,39.517,23.186,22.108,32.873,50.78,6.0107,1.6072
2853.1,2993.7,1123.6,5566.1,4225.5,2274.2,4831.2,2144
299.84,519.8,539.37,247.49,426.47,162.83,784.15,113.64
299.84,519.8,539.37,247.49,426.47,162.83,784.15,113.64
159.91,354.25,213.68,214.66,253.05,110.9,552.85,64.601
