51093,17923,18236,-3959.5,12995,5222.1,5672.3,-2129.5
76686,23820,34803,6309.2,17547,1397.6,3479.3,-2129.5
60233,-14127,19455,11250,14988,5594.8,5704,-2129.5
67441,-25418,34029,-1686.5,15192,5006.8,2629.2,-2129.5
78296,-16523,30359,347.01,14725,-1261,6843.2,-2129.5
1.1609e+05,-6959.9,7485.5,641.81,19207,1893.3,3810.2,-2129.5
15594,-6618.1,24817,213.7,23307,3393.2,5509.3,-2129.5
3799.2,-7127.1,14167,3302.1,13929,-430.01,3062.4,-2129.5
